title,cover,summary,language,categories,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating,authors
The Shack,https://images.gr-assets.com/books/1344270232m/1812457.jpg,,eng,,,2007.0,,,,,,964729237,3.74,William Paul Young
"The Last Olympian (Percy Jackson and the Olympians, #5)",https://images.gr-assets.com/books/1327924597m/4502507.jpg,,eng,,,2009.0,,,,,,739380338,4.5,Rick Riordan
It,https://images.gr-assets.com/books/1309376909m/18342.jpg,,en-US,,,1986.0,,,,,,451169514,4.18,Stephen King
Crime and Punishment,https://images.gr-assets.com/books/1382846449m/7144.jpg,,eng,,,1866.0,,,,,,143058142,4.18,"Fyodor Dostoyevsky, David McDuff"
The Bell Jar,https://images.gr-assets.com/books/1473890514m/6514.jpg,,en-US,,,1963.0,,,,,,61148512,3.98,Sylvia Plath
"Angela's Ashes (Frank McCourt, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1996.0,,,,,,7205236,4.07,Frank McCourt
Siddhartha,https://images.gr-assets.com/books/1428715580m/52036.jpg,,eng,,,1922.0,,,,,,553208845,3.99,"Hermann Hesse, Hilda Rosner"
In Cold Blood,https://images.gr-assets.com/books/1424931136m/168642.jpg,,eng,,,1965.0,,,,,,679745580,4.05,Truman Capote
"Beautiful Creatures (Caster Chronicles, #1)",https://images.gr-assets.com/books/1327873282m/6304335.jpg,,eng,,,2009.0,,,,,,316042676,3.76,"Kami Garcia, Margaret Stohl"
"Clockwork Angel (The Infernal Devices, #1)",https://images.gr-assets.com/books/1454962884m/7171637.jpg,,eng,,,2010.0,,,,,,1416975861,4.33,Cassandra Clare
Matilda,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1988.0,,,,,,141301066,4.29,"Roald Dahl, Quentin Blake"
The Night Circus,https://images.gr-assets.com/books/1387124618m/9361589.jpg,,eng,,,2011.0,,,,,,385534639,4.03,Erin Morgenstern
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",https://images.gr-assets.com/books/1355932638m/37470.jpg,,eng,,,2001.0,,,,,,743227441,4.04,Philippa Gregory
"Uglies (Uglies, #1)",https://images.gr-assets.com/books/1443904172m/24770.jpg,,eng,,,2005.0,,,,,,689865384,3.86,Scott Westerfeld
"The Lord of the Rings (The Lord of the Rings, #1-3)",https://images.gr-assets.com/books/1411114164m/33.jpg,,eng,,,1955.0,,,,,,618640150,4.47,J.R.R. Tolkien
Wild: From Lost to Found on the Pacific Crest Trail,https://images.gr-assets.com/books/1453189881m/12262741.jpg,,eng,,,2012.0,,,,,,307592731,3.96,Cheryl Strayed
Watchmen,https://images.gr-assets.com/books/1442239711m/472331.jpg,,en-US,,,1987.0,,,,,,930289234,4.35,"Alan Moore, Dave Gibbons, John Higgins"
"The Name of the Wind (The Kingkiller Chronicle, #1)",https://images.gr-assets.com/books/1472068073m/186074.jpg,,eng,,,2007.0,,,,,,075640407X,4.55,Patrick Rothfuss
Outliers: The Story of Success,https://images.gr-assets.com/books/1344266315m/3228917.jpg,,en-US,,,2008.0,,,,,,316017922,4.11,Malcolm Gladwell
"Moby-Dick or, The Whale",https://images.gr-assets.com/books/1327940656m/153747.jpg,,eng,,,1851.0,,,,,,142437247,3.46,"Herman Melville, Andrew Delbanco, Tom Quirk"
The Guernsey Literary and Potato Peel Pie Society,https://images.gr-assets.com/books/1351979318m/2728527.jpg,,eng,,,2008.0,,,,,,385340990,4.12,"Mary Ann Shaffer, Annie Barrows"
Fight Club,https://images.gr-assets.com/books/1357128997m/5759.jpg,,eng,,,1996.0,,,,,,393327345,4.2,Chuck Palahniuk
"Dead Until Dark (Sookie Stackhouse, #1)",https://images.gr-assets.com/books/1468560853m/301082.jpg,,en-US,,,2001.0,,,,,,441008534,3.96,Charlaine Harris
The Color Purple,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1982.0,,,,,,671727796,4.17,Alice Walker
Marley and Me: Life and Love With the World's Worst Dog,https://images.gr-assets.com/books/1308858322m/12691.jpg,,eng,,,2005.0,,,,,,739461192,4.12,John Grogan
And Then There Were None,https://images.gr-assets.com/books/1391120695m/16299.jpg,,eng,,,1939.0,,,,,,312330871,4.23,Agatha Christie
"The Lost Symbol (Robert Langdon, #3)",https://images.gr-assets.com/books/1358274396m/6411961.jpg,,eng,,,2009.0,,,,,,385504225,3.66,Dan Brown
"Hush, Hush (Hush, Hush, #1)",https://images.gr-assets.com/books/1358261334m/6339664.jpg,,en-US,,,2009.0,,,,,,1416989412,4.0,Becca Fitzpatrick
A Christmas Carol,https://images.gr-assets.com/books/1406512317m/5326.jpg,,,,,1843.0,,,,,,1561797464,4.02,Charles Dickens
"Interview with the Vampire (The Vampire Chronicles, #1)",https://images.gr-assets.com/books/1380631642m/43763.jpg,,eng,,,1976.0,,,,,,345476875,3.97,Anne Rice
"The Selection (The Selection, #1)",https://images.gr-assets.com/books/1322103400m/10507293.jpg,,en-US,,,2012.0,,,,,,62059939,4.15,Kiera Cass
"One for the Money (Stephanie Plum, #1)",https://images.gr-assets.com/books/1316730230m/6853.jpg,,en-US,,,1994.0,,,,,,312362080,4.03,Janet Evanovich
The Immortal Life of Henrietta Lacks,https://images.gr-assets.com/books/1327878144m/6493208.jpg,,eng,,,2010.0,,,,,,1400052173,4.04,Rebecca Skloot
"The Silence of the Lambs  (Hannibal Lecter, #2)",https://images.gr-assets.com/books/1390426249m/23807.jpg,,eng,,,1988.0,,,,,,99446782,4.14,Thomas Harris
"Vampire Academy (Vampire Academy, #1)",https://images.gr-assets.com/books/1361098973m/345627.jpg,,en-US,,,2007.0,,,,,,159514174X,4.14,Richelle Mead
Blink: The Power of Thinking Without Thinking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2005.0,,,,,,316010669,3.89,Malcolm Gladwell
Atonement,https://images.gr-assets.com/books/1320449708m/6867.jpg,,eng,,,2001.0,,,,,,038572179X,3.88,Ian McEwan
The Metamorphosis,https://images.gr-assets.com/books/1359061917m/485894.jpg,,eng,,,1915.0,,,,,,553213695,3.78,"Franz Kafka, Stanley Corngold"
"The Titan's Curse (Percy Jackson and the Olympians, #3)",https://images.gr-assets.com/books/1361038385m/561456.jpg,,eng,,,2007.0,,,,,,141382899,4.33,Rick Riordan
Ready Player One,https://images.gr-assets.com/books/1500930947m/9969571.jpg,,eng,,,2011.0,,,,,,030788743X,4.31,Ernest Cline
The Art of Racing in the Rain,https://images.gr-assets.com/books/1377206302m/3153910.jpg,,eng,,,2006.0,,,,,,1554681723,4.19,Garth Stein
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",https://images.gr-assets.com/books/1312066724m/21996.jpg,,eng,,,2003.0,,,,,,739303406,3.98,"Erik Larson, Tony Goldwyn"
"Bared to You (Crossfire, #1)",https://images.gr-assets.com/books/1477803272m/13572249.jpg,,eng,,,2012.0,,,,,,425263908,4.19,Sylvia Day
"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",https://images.gr-assets.com/books/1449868701m/11127.jpg,,eng,,,1956.0,,,,,,66238501,4.24,"C.S. Lewis, Pauline Baynes"
Twilight: The Complete Illustrated Movie Companion,https://images.gr-assets.com/books/1352539022m/3609760.jpg,,en-US,,,,,,,,,316043133,4.23,Mark Cotta Vaz
"A Child Called ""It"" (Dave Pelzer #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1995.0,,,,,,1558743669,4.08,Dave Pelzer
"The Bourne Identity (Jason Bourne, #1)",https://images.gr-assets.com/books/1335860740m/7869.jpg,,eng,,,1980.0,,,,,,752864327,3.98,Robert Ludlum
"Artemis Fowl (Artemis Fowl, #1)",https://images.gr-assets.com/books/1327945104m/249747.jpg,,eng,,,2001.0,,,,,,786817879,3.82,Eoin Colfer
"Fallen (Fallen, #1)",https://images.gr-assets.com/books/1440619649m/6487308.jpg,,en-US,,,2009.0,,,,,,385738935,3.74,Lauren Kate
East of Eden,https://images.gr-assets.com/books/1441547516m/4406.jpg,,eng,,,1952.0,,,,,,142000655,4.35,John Steinbeck
Dark Places,https://images.gr-assets.com/books/1354988288m/5886881.jpg,,eng,,,2009.0,,,,,,307341569,3.92,Gillian Flynn
The Client,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1993.0,,,,,,385339089,3.97,John Grisham
"The Nanny Diaries (Nanny, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2002.0,,,,,,312291639,3.4,"Emma McLaughlin, Nicola Kraus"
Alice's Adventures in Wonderland & Through the Looking-Glass,https://images.gr-assets.com/books/1327872220m/24213.jpg,,eng,,,1865.0,,,,,,451527747,4.06,"Lewis Carroll, John Tenniel, Martin Gardner"
Persuasion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1817.0,,,,,,192802631,4.13,"Jane Austen, James Kinsley, Deidre Shauna Lynch"
Sarah's Key,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007.0,,,,,,312370830,4.14,Tatiana de Rosnay
"The Gunslinger (The Dark Tower, #1)",https://images.gr-assets.com/books/1375776480m/43615.jpg,,en-US,,,1982.0,,,,,,452284694,3.99,Stephen King
Love in the Time of Cholera,https://images.gr-assets.com/books/1327124987m/9712.jpg,,eng,,,1985.0,,,,,,140003468X,3.89,"Gabriel García Márquez, Edith Grossman"
Speak,https://images.gr-assets.com/books/1310121762m/439288.jpg,,eng,,,1999.0,,,,,,014131088X,4.0,Laurie Halse Anderson
The Husband's Secret,https://images.gr-assets.com/books/1460577225m/17802724.jpg,,eng,,,2013.0,,,,,,399159347,3.92,Liane Moriarty
Into Thin Air: A Personal Account of the Mount Everest Disaster,https://images.gr-assets.com/books/1463384482m/1898.jpg,,en-US,,,1997.0,,,,,,385494785,4.11,Jon Krakauer
Carrie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1974.0,,,,,,1416524304,3.93,Stephen King
Running with Scissors,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2002.0,,,,,,031242227X,3.7,Augusten Burroughs
World War Z: An Oral History of the Zombie War,https://images.gr-assets.com/books/1386328204m/8908.jpg,,en-US,,,2006.0,,,,,,307346609,4.01,Max Brooks
"Inferno (Robert Langdon, #4)",https://images.gr-assets.com/books/1397093185m/17212231.jpg,,eng,,,2013.0,,,,,,385537859,3.8,Dan Brown
Number the Stars,https://images.gr-assets.com/books/1370917812m/47281.jpg,,eng,,,1989.0,,,,,,440227534,4.11,Lois Lowry
"Along Came a Spider (Alex Cross, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1993.0,,,,,,446692638,4.08,James Patterson
Misery,https://images.gr-assets.com/books/1270545451m/10614.jpg,,en-GB,,,1987.0,,,,,,450417395,4.11,Stephen King
Sharp Objects,https://images.gr-assets.com/books/1423241485m/66559.jpg,,en-US,,,2006.0,,,,,,307341542,3.92,Gillian Flynn
Bridge to Terabithia,https://images.gr-assets.com/books/1327880087m/2839.jpg,,eng,,,1977.0,,,,,,439366771,3.98,Katherine Paterson
"Marked (House of Night, #1)",https://images.gr-assets.com/books/1317067002m/30183.jpg,,en-US,,,2007.0,,,,,,312360266,3.79,"P.C. Cast, Kristin Cast"
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,https://images.gr-assets.com/books/1421842784m/36072.jpg,,en-US,,,1989.0,,,,,,743269519,4.05,Stephen R. Covey
A Midsummer Night's Dream,https://images.gr-assets.com/books/1327874534m/1622.jpg,,eng,,,1595.0,,,,,,743477545,3.94,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey"
Extremely Loud and Incredibly Close,https://images.gr-assets.com/books/1327879967m/4588.jpg,,en-US,,,2005.0,,,,,,618711651,3.97,Jonathan Safran Foer
Wonder,https://images.gr-assets.com/books/1309285027m/11387515.jpg,,eng,,,2012.0,,,,,,375869026,4.43,R.J. Palacio
The Cat in the Hat,https://images.gr-assets.com/books/1468890477m/233093.jpg,,eng,,,1957.0,,,,,,039480001X,4.15,Dr. Seuss
"Cinder (The Lunar Chronicles, #1)",https://images.gr-assets.com/books/1470056948m/11235712.jpg,,eng,,,2012.0,,,,,,312641893,4.15,Marissa Meyer
"The Cuckoo's Calling (Cormoran Strike, #1)",https://images.gr-assets.com/books/1358716559m/16160797.jpg,,en-US,,,2013.0,,,,,,316206849,3.83,"Robert Galbraith, J.K. Rowling"
"Shiver (The Wolves of Mercy Falls, #1)",https://images.gr-assets.com/books/1409283154m/6068551.jpg,,eng,,,2009.0,,,,,,545123267,3.78,Maggie Stiefvater
Atlas Shrugged,https://images.gr-assets.com/books/1405868167m/662.jpg,,eng,,,1957.0,,,,,,452011876,3.68,"Ayn Rand, Leonard Peikoff"
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,https://images.gr-assets.com/books/1395407074m/49436.jpg,,en-US,,,2006.0,,,,,,143038257,3.64,"Greg Mortenson, David Oliver Relin"
Alice in Wonderland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1865.0,,,,,,517223627,4.03,"Jane Carruth, Lewis Carroll, Rene Cloke"
"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",https://images.gr-assets.com/books/1344545047m/1232.jpg,,eng,,,2001.0,,,,,,143034901,4.24,"Carlos Ruiz Zafón, Lucia Graves"
"The Scorch Trials (Maze Runner, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010.0,,,,,,385738757,3.93,James Dashner
Under the Tuscan Sun,https://images.gr-assets.com/books/1320524083m/480479.jpg,,eng,,,1996.0,,,,,,767900383,3.72,Frances Mayes
Big Little Lies,https://images.gr-assets.com/books/1492239430m/19486412.jpg,,eng,,,2014.0,,,,,,399167064,4.2,Liane Moriarty
Ella Enchanted,https://images.gr-assets.com/books/1410727190m/24337.jpg,,eng,,,1997.0,,,,,,590920685,3.97,Gail Carson Levine
The Sun Also Rises,https://images.gr-assets.com/books/1331828228m/3876.jpg,,en-US,,,1926.0,,,,,,743297334,3.83,Ernest Hemingway
A Tree Grows in Brooklyn,https://images.gr-assets.com/books/1327883484m/14891.jpg,,eng,,,1943.0,,,,,,61120073,4.24,Betty  Smith
"Kiss the Girls (Alex Cross, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1995.0,,,,,,446677388,3.93,James Patterson
The Nightingale,https://images.gr-assets.com/books/1451446316m/21853621.jpg,,eng,,,2015.0,,,,,,312577222,4.54,Kristin Hannah
Never Let Me Go,https://images.gr-assets.com/books/1353048590m/6334.jpg,,eng,,,2005.0,,,,,,1400078776,3.8,Kazuo Ishiguro
P.S. I Love You,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2003.0,,,,,,786890754,4.01,Cecelia Ahern
Rebecca,https://images.gr-assets.com/books/1327871977m/12873.jpg,,en-US,,,1938.0,,,,,,1844080382,4.2,"Daphne du Maurier, Sally Beauman"
Flowers for Algernon,https://images.gr-assets.com/books/1367141311m/18373.jpg,,en-US,,,1966.0,,,,,,156030306,4.07,Daniel Keyes
Like Water for Chocolate,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1989.0,,,,,,552995878,3.94,"Laura Esquivel, Thomas  Christensen, Carol Christensen"
Snow Flower and the Secret Fan,https://images.gr-assets.com/books/1327880508m/1103.jpg,,eng,,,2005.0,,,,,,812968069,4.05,Lisa See
The Godfather,https://images.gr-assets.com/books/1394988109m/22034.jpg,,eng,,,1969.0,,,,,,451205766,4.36,"Mario Puzo, Robert Thompson, Peter Bart"
An Abundance of Katherines,https://images.gr-assets.com/books/1360206426m/49750.jpg,,eng,,,2006.0,,,,,,525476881,3.63,John Green
Foundation (Foundation #1),https://images.gr-assets.com/books/1417900846m/29579.jpg,,eng,,,1951.0,,,,,,553803719,4.13,Isaac Asimov
The Ocean at the End of the Lane,https://images.gr-assets.com/books/1497098563m/15783514.jpg,,eng,,,2013.0,,,,,,62255657,3.99,Neil Gaiman
A Light in the Attic,https://images.gr-assets.com/books/1427169918m/30118.jpg,,eng,,,1981.0,,,,,,60513063,4.34,Shel Silverstein
"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",https://images.gr-assets.com/books/1470082995m/29056083.jpg,,eng,,,2016.0,,,,,,751565350,3.75,"John Tiffany, Jack Thorne, J.K. Rowling"
"Delirium (Delirium, #1)",https://images.gr-assets.com/books/1327890411m/11614718.jpg,,eng,,,2011.0,,,,,,61726834,3.99,Lauren Oliver
The Pelican Brief,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1992.0,,,,,,385339704,3.95,John Grisham
Coraline,https://images.gr-assets.com/books/1493497435m/17061.jpg,,eng,,,2002.0,,,,,,61139378,4.03,Neil Gaiman
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",https://images.gr-assets.com/books/1392528568m/12067.jpg,,en-US,,,1990.0,,,,,,60853980,4.25,"Terry Pratchett, Neil Gaiman"
On the Road,https://images.gr-assets.com/books/1413588576m/70401.jpg,,eng,,,1955.0,,,,,,140042598,3.64,Jack Kerouac
"The Rosie Project (Don Tillman, #1)",https://images.gr-assets.com/books/1371651741m/16181775.jpg,,eng,,,2013.0,,,,,,1476729085,4.01,Graeme Simsion
The Lucky One,https://images.gr-assets.com/books/1420816338m/3063499.jpg,,en-US,,,2008.0,,,,,,446579939,4.1,Nicholas Sparks
The Fountainhead,https://images.gr-assets.com/books/1491163636m/2122.jpg,,eng,,,1943.0,,,,,,451191153,3.85,"Ayn Rand, Leonard Peikoff"
"The Hunt for Red October (Jack Ryan Universe, #4)",https://images.gr-assets.com/books/1281995542m/19691.jpg,,,,,1984.0,,,,,,425172902,4.01,Tom Clancy
"Watership Down (Watership Down, #1)",https://images.gr-assets.com/books/1405136931m/76620.jpg,,eng,,,1972.0,,,,,,038039586X,4.05,Richard Adams
Is Everyone Hanging Out Without Me? (And Other Concerns),https://images.gr-assets.com/books/1443264638m/10335308.jpg,,eng,,,2011.0,,,,,,307886263,3.84,Mindy Kaling
Cutting for Stone,https://images.gr-assets.com/books/1327931601m/3591262.jpg,,eng,,,2009.0,,,,,,375414495,4.28,Abraham Verghese
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",https://images.gr-assets.com/books/1343185059m/140225.jpg,,eng,,,1951.0,,,,,,006112527X,4.08,"C.S. Lewis, Pauline Baynes"
Treasure Island,https://images.gr-assets.com/books/1485248909m/295.jpg,,eng,,,1882.0,,,,,,753453800,3.82,Robert Louis Stevenson
"The Son of Neptune (The Heroes of Olympus, #2)",https://images.gr-assets.com/books/1464201114m/9520360.jpg,,eng,,,2011.0,,,,,,1423140591,4.44,Rick Riordan
11/22/63,https://images.gr-assets.com/books/1327876792m/10644930.jpg,,eng,,,2011.0,,,,,,1451627289,4.29,Stephen King
The Very Hungry Caterpillar Board Book,https://images.gr-assets.com/books/1327878225m/4948.jpg,,eng,,,1969.0,,,,,,241003008,4.29,Eric Carle
Cat's Cradle,https://images.gr-assets.com/books/1327867150m/135479.jpg,,eng,,,1963.0,,,,,,140285601,4.18,Kurt Vonnegut Jr.
The Time Machine,https://images.gr-assets.com/books/1327942880m/2493.jpg,,eng,,,1895.0,,,,,,451528557,3.87,"H.G. Wells, Greg Bear, Carlo Pagetti"
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010.0,,,,,,849946158,4.01,"Todd Burpo, Lynn Vincent"
The Boy in the Striped Pajamas,https://images.gr-assets.com/books/1366228171m/39999.jpg,,eng,,,2006.0,,,,,,385751060,4.1,John Boyne
Heart of Darkness,https://images.gr-assets.com/books/1392799983m/4900.jpg,,eng,,,1899.0,,,,,,1892295490,3.42,Joseph Conrad
Safe Haven,https://images.gr-assets.com/books/1344268800m/7812659.jpg,,eng,,,2010.0,,,,,,044654759X,4.19,Nicholas Sparks
"The Secret (The Secret, #1)",https://images.gr-assets.com/books/1482865039m/52529.jpg,,eng,,,2006.0,,,,,,1582701709,3.62,Rhonda Byrne
I Know This Much Is True,https://images.gr-assets.com/books/1373532198m/227711.jpg,,eng,,,1998.0,,,,,,60987561,4.17,Wally Lamb
Pet Sematary,https://images.gr-assets.com/books/1308894674m/10583.jpg,,eng,,,1983.0,,,,,,1416524347,3.91,Stephen King
She's Come Undone,https://images.gr-assets.com/books/1408313457m/5203.jpg,,en-US,,,1992.0,,,,,,671021001,3.84,Wally Lamb
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",https://images.gr-assets.com/books/1452624392m/1215032.jpg,,eng,,,2011.0,,,,,,756404738,4.57,Patrick Rothfuss
Can You Keep a Secret?,https://images.gr-assets.com/books/1330464293m/33724.jpg,,en-US,,,2003.0,,,,,,440241901,3.83,Sophie Kinsella
"City of Fallen Angels (The Mortal Instruments, #4)",https://images.gr-assets.com/books/1369452302m/6752378.jpg,,en-US,,,2011.0,,,,,,1442403543,4.16,Cassandra Clare
"Good in Bed (Cannie Shapiro, #1)",https://images.gr-assets.com/books/1327936464m/14748.jpg,,en-US,,,2001.0,,,,,,743418174,3.7,Jennifer Weiner
The Thorn Birds,https://images.gr-assets.com/books/1391416796m/3412.jpg,,eng,,,1977.0,,,,,,380018179,4.22,Colleen McCullough
The Graveyard Book,https://images.gr-assets.com/books/1303859949m/2213661.jpg,,en-US,,,2008.0,,,,,,60530928,4.12,"Neil Gaiman, Dave McKean"
The Light Between Oceans,https://images.gr-assets.com/books/1336683021m/13158800.jpg,,eng,,,2012.0,,,,,,1451681739,4.0,M.L. Stedman
