title,authors,cover,summary,language,genres,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
Emma,"['Jane Austen', 'Fiona Stafford']",https://images.gr-assets.com/books/1373627931m/6969.jpg,,eng,,,1815,,,,,,141439580,3.99
Anna Karenina,"['Leo Tolstoy', 'Louise Maude', 'Leo Tolstoj', 'Aylmer Maude']",https://images.gr-assets.com/books/1352422904m/15823480.jpg,,eng,,,1877,,,,,,345803922,4.02
A Clockwork Orange,['Anthony Burgess'],https://images.gr-assets.com/books/1348339306m/227463.jpg,,eng,,,1962,,,,,,393312836,3.98
The Shack,['William Paul Young'],https://images.gr-assets.com/books/1344270232m/1812457.jpg,,eng,,,2007,,,,,,964729237,3.74
"The Last Olympian (Percy Jackson and the Olympians, #5)",['Rick Riordan'],https://images.gr-assets.com/books/1327924597m/4502507.jpg,,eng,,,2009,,,,,,739380338,4.5
It,['Stephen King'],https://images.gr-assets.com/books/1309376909m/18342.jpg,,en-US,,,1986,,,,,,451169514,4.18
Crime and Punishment,"['Fyodor Dostoyevsky', 'David McDuff']",https://images.gr-assets.com/books/1382846449m/7144.jpg,,eng,,,1866,,,,,,143058142,4.18
The Bell Jar,['Sylvia Plath'],https://images.gr-assets.com/books/1473890514m/6514.jpg,,en-US,,,1963,,,,,,61148512,3.98
"Angela's Ashes (Frank McCourt, #1)",['Frank McCourt'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1996,,,,,,7205236,4.07
Siddhartha,"['Hermann Hesse', 'Hilda Rosner']",https://images.gr-assets.com/books/1428715580m/52036.jpg,,eng,,,1922,,,,,,553208845,3.99
In Cold Blood,['Truman Capote'],https://images.gr-assets.com/books/1424931136m/168642.jpg,,eng,,,1965,,,,,,679745580,4.05
"Beautiful Creatures (Caster Chronicles, #1)","['Kami Garcia', 'Margaret Stohl']",https://images.gr-assets.com/books/1327873282m/6304335.jpg,,eng,,,2009,,,,,,316042676,3.76
"Clockwork Angel (The Infernal Devices, #1)",['Cassandra Clare'],https://images.gr-assets.com/books/1454962884m/7171637.jpg,,eng,,,2010,,,,,,1416975861,4.33
Matilda,"['Roald Dahl', 'Quentin Blake']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1988,,,,,,141301066,4.29
The Night Circus,['Erin Morgenstern'],https://images.gr-assets.com/books/1387124618m/9361589.jpg,,eng,,,2011,,,,,,385534639,4.03
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",['Philippa Gregory'],https://images.gr-assets.com/books/1355932638m/37470.jpg,,eng,,,2001,,,,,,743227441,4.04
"Uglies (Uglies, #1)",['Scott Westerfeld'],https://images.gr-assets.com/books/1443904172m/24770.jpg,,eng,,,2005,,,,,,689865384,3.86
"A Dance with Dragons (A Song of Ice and Fire, #5)",['George R.R. Martin'],https://images.gr-assets.com/books/1327885335m/10664113.jpg,,eng,,,2011,,,,,,,4.31
"The Lord of the Rings (The Lord of the Rings, #1-3)",['J.R.R. Tolkien'],https://images.gr-assets.com/books/1411114164m/33.jpg,,eng,,,1955,,,,,,618640150,4.47
Wild: From Lost to Found on the Pacific Crest Trail,['Cheryl Strayed'],https://images.gr-assets.com/books/1453189881m/12262741.jpg,,eng,,,2012,,,,,,307592731,3.96
Watchmen,"['Alan Moore', 'Dave Gibbons', 'John Higgins']",https://images.gr-assets.com/books/1442239711m/472331.jpg,,en-US,,,1987,,,,,,930289234,4.35
"The Name of the Wind (The Kingkiller Chronicle, #1)",['Patrick Rothfuss'],https://images.gr-assets.com/books/1472068073m/186074.jpg,,eng,,,2007,,,,,,075640407X,4.55
Outliers: The Story of Success,['Malcolm Gladwell'],https://images.gr-assets.com/books/1344266315m/3228917.jpg,,en-US,,,2008,,,,,,316017922,4.11
"Moby-Dick or, The Whale","['Herman Melville', 'Andrew Delbanco', 'Tom Quirk']",https://images.gr-assets.com/books/1327940656m/153747.jpg,,eng,,,1851,,,,,,142437247,3.46
The Guernsey Literary and Potato Peel Pie Society,"['Mary Ann Shaffer', 'Annie Barrows']",https://images.gr-assets.com/books/1351979318m/2728527.jpg,,eng,,,2008,,,,,,385340990,4.12
Fight Club,['Chuck Palahniuk'],https://images.gr-assets.com/books/1357128997m/5759.jpg,,eng,,,1996,,,,,,393327345,4.2
"Dead Until Dark (Sookie Stackhouse, #1)",['Charlaine Harris'],https://images.gr-assets.com/books/1468560853m/301082.jpg,,en-US,,,2001,,,,,,441008534,3.96
The Color Purple,['Alice Walker'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1982,,,,,,671727796,4.17
Marley and Me: Life and Love With the World's Worst Dog,['John Grogan'],https://images.gr-assets.com/books/1308858322m/12691.jpg,,eng,,,2005,,,,,,739461192,4.12
And Then There Were None,['Agatha Christie'],https://images.gr-assets.com/books/1391120695m/16299.jpg,,eng,,,1939,,,,,,312330871,4.23
"The Lost Symbol (Robert Langdon, #3)",['Dan Brown'],https://images.gr-assets.com/books/1358274396m/6411961.jpg,,eng,,,2009,,,,,,385504225,3.66
"Hush, Hush (Hush, Hush, #1)",['Becca Fitzpatrick'],https://images.gr-assets.com/books/1358261334m/6339664.jpg,,en-US,,,2009,,,,,,1416989412,4.0
"Beautiful Disaster (Beautiful, #1)",['Jamie McGuire'],https://images.gr-assets.com/books/1358259032m/11505797.jpg,,eng,,,2011,,,,,,,4.15
A Christmas Carol,['Charles Dickens'],https://images.gr-assets.com/books/1406512317m/5326.jpg,,,,,1843,,,,,,1561797464,4.02
"Interview with the Vampire (The Vampire Chronicles, #1)",['Anne Rice'],https://images.gr-assets.com/books/1380631642m/43763.jpg,,eng,,,1976,,,,,,345476875,3.97
"The Selection (The Selection, #1)",['Kiera Cass'],https://images.gr-assets.com/books/1322103400m/10507293.jpg,,en-US,,,2012,,,,,,62059939,4.15
"One for the Money (Stephanie Plum, #1)",['Janet Evanovich'],https://images.gr-assets.com/books/1316730230m/6853.jpg,,en-US,,,1994,,,,,,312362080,4.03
The Immortal Life of Henrietta Lacks,['Rebecca Skloot'],https://images.gr-assets.com/books/1327878144m/6493208.jpg,,eng,,,2010,,,,,,1400052173,4.04
"The Silence of the Lambs  (Hannibal Lecter, #2)",['Thomas Harris'],https://images.gr-assets.com/books/1390426249m/23807.jpg,,eng,,,1988,,,,,,99446782,4.14
"Vampire Academy (Vampire Academy, #1)",['Richelle Mead'],https://images.gr-assets.com/books/1361098973m/345627.jpg,,en-US,,,2007,,,,,,159514174X,4.14
Blink: The Power of Thinking Without Thinking,['Malcolm Gladwell'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2005,,,,,,316010669,3.89
Atonement,['Ian McEwan'],https://images.gr-assets.com/books/1320449708m/6867.jpg,,eng,,,2001,,,,,,038572179X,3.88
The Metamorphosis,"['Franz Kafka', 'Stanley Corngold']",https://images.gr-assets.com/books/1359061917m/485894.jpg,,eng,,,1915,,,,,,553213695,3.78
"The Titan's Curse (Percy Jackson and the Olympians, #3)",['Rick Riordan'],https://images.gr-assets.com/books/1361038385m/561456.jpg,,eng,,,2007,,,,,,141382899,4.33
Ready Player One,['Ernest Cline'],https://images.gr-assets.com/books/1500930947m/9969571.jpg,,eng,,,2011,,,,,,030788743X,4.31
The Art of Racing in the Rain,['Garth Stein'],https://images.gr-assets.com/books/1377206302m/3153910.jpg,,eng,,,2006,,,,,,1554681723,4.19
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","['Erik Larson', 'Tony Goldwyn']",https://images.gr-assets.com/books/1312066724m/21996.jpg,,eng,,,2003,,,,,,739303406,3.98
"Bared to You (Crossfire, #1)",['Sylvia Day'],https://images.gr-assets.com/books/1477803272m/13572249.jpg,,eng,,,2012,,,,,,425263908,4.19
"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","['C.S. Lewis', 'Pauline Baynes']",https://images.gr-assets.com/books/1449868701m/11127.jpg,,eng,,,1956,,,,,,66238501,4.24
Twilight: The Complete Illustrated Movie Companion,['Mark Cotta Vaz'],https://images.gr-assets.com/books/1352539022m/3609760.jpg,,en-US,,,,,,,,,316043133,4.23
"A Child Called ""It"" (Dave Pelzer #1)",['Dave Pelzer'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1995,,,,,,1558743669,4.08
"The Bourne Identity (Jason Bourne, #1)",['Robert Ludlum'],https://images.gr-assets.com/books/1335860740m/7869.jpg,,eng,,,1980,,,,,,752864327,3.98
"Artemis Fowl (Artemis Fowl, #1)",['Eoin Colfer'],https://images.gr-assets.com/books/1327945104m/249747.jpg,,eng,,,2001,,,,,,786817879,3.82
"Fallen (Fallen, #1)",['Lauren Kate'],https://images.gr-assets.com/books/1440619649m/6487308.jpg,,en-US,,,2009,,,,,,385738935,3.74
East of Eden,['John Steinbeck'],https://images.gr-assets.com/books/1441547516m/4406.jpg,,eng,,,1952,,,,,,142000655,4.35
Dark Places,['Gillian Flynn'],https://images.gr-assets.com/books/1354988288m/5886881.jpg,,eng,,,2009,,,,,,307341569,3.92
The Client,['John Grisham'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1993,,,,,,385339089,3.97
"The Nanny Diaries (Nanny, #1)","['Emma McLaughlin', 'Nicola Kraus']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2002,,,,,,312291639,3.4
Alice's Adventures in Wonderland & Through the Looking-Glass,"['Lewis Carroll', 'John Tenniel', 'Martin Gardner']",https://images.gr-assets.com/books/1327872220m/24213.jpg,,eng,,,1865,,,,,,451527747,4.06
Persuasion,"['Jane Austen', 'James Kinsley', 'Deidre Shauna Lynch']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1817,,,,,,192802631,4.13
Sarah's Key,['Tatiana de Rosnay'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2007,,,,,,312370830,4.14
"The Gunslinger (The Dark Tower, #1)",['Stephen King'],https://images.gr-assets.com/books/1375776480m/43615.jpg,,en-US,,,1982,,,,,,452284694,3.99
Love in the Time of Cholera,"['Gabriel García Márquez', 'Edith Grossman']",https://images.gr-assets.com/books/1327124987m/9712.jpg,,eng,,,1985,,,,,,140003468X,3.89
Speak,['Laurie Halse Anderson'],https://images.gr-assets.com/books/1310121762m/439288.jpg,,eng,,,1999,,,,,,014131088X,4.0
The Husband's Secret,['Liane Moriarty'],https://images.gr-assets.com/books/1460577225m/17802724.jpg,,eng,,,2013,,,,,,399159347,3.92
Into Thin Air: A Personal Account of the Mount Everest Disaster,['Jon Krakauer'],https://images.gr-assets.com/books/1463384482m/1898.jpg,,en-US,,,1997,,,,,,385494785,4.11
Carrie,['Stephen King'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1974,,,,,,1416524304,3.93
Running with Scissors,['Augusten Burroughs'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2002,,,,,,031242227X,3.7
World War Z: An Oral History of the Zombie War,['Max Brooks'],https://images.gr-assets.com/books/1386328204m/8908.jpg,,en-US,,,2006,,,,,,307346609,4.01
"Inferno (Robert Langdon, #4)",['Dan Brown'],https://images.gr-assets.com/books/1397093185m/17212231.jpg,,eng,,,2013,,,,,,385537859,3.8
Number the Stars,['Lois Lowry'],https://images.gr-assets.com/books/1370917812m/47281.jpg,,eng,,,1989,,,,,,440227534,4.11
"Along Came a Spider (Alex Cross, #1)",['James Patterson'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1993,,,,,,446692638,4.08
Misery,['Stephen King'],https://images.gr-assets.com/books/1270545451m/10614.jpg,,en-GB,,,1987,,,,,,450417395,4.11
Sharp Objects,['Gillian Flynn'],https://images.gr-assets.com/books/1423241485m/66559.jpg,,en-US,,,2006,,,,,,307341542,3.92
Bridge to Terabithia,['Katherine Paterson'],https://images.gr-assets.com/books/1327880087m/2839.jpg,,eng,,,1977,,,,,,439366771,3.98
"Marked (House of Night, #1)","['P.C. Cast', 'Kristin Cast']",https://images.gr-assets.com/books/1317067002m/30183.jpg,,en-US,,,2007,,,,,,312360266,3.79
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,['Stephen R. Covey'],https://images.gr-assets.com/books/1421842784m/36072.jpg,,en-US,,,1989,,,,,,743269519,4.05
A Midsummer Night's Dream,"['William Shakespeare', 'Barbara A. Mowat', 'Paul Werstine', 'Catherine Belsey']",https://images.gr-assets.com/books/1327874534m/1622.jpg,,eng,,,1595,,,,,,743477545,3.94
Extremely Loud and Incredibly Close,['Jonathan Safran Foer'],https://images.gr-assets.com/books/1327879967m/4588.jpg,,en-US,,,2005,,,,,,618711651,3.97
Wonder,['R.J. Palacio'],https://images.gr-assets.com/books/1309285027m/11387515.jpg,,eng,,,2012,,,,,,375869026,4.43
The Cat in the Hat,['Dr. Seuss'],https://images.gr-assets.com/books/1468890477m/233093.jpg,,eng,,,1957,,,,,,039480001X,4.15
"Cinder (The Lunar Chronicles, #1)",['Marissa Meyer'],https://images.gr-assets.com/books/1470056948m/11235712.jpg,,eng,,,2012,,,,,,312641893,4.15
"The Cuckoo's Calling (Cormoran Strike, #1)","['Robert Galbraith', 'J.K. Rowling']",https://images.gr-assets.com/books/1358716559m/16160797.jpg,,en-US,,,2013,,,,,,316206849,3.83
"Shiver (The Wolves of Mercy Falls, #1)",['Maggie Stiefvater'],https://images.gr-assets.com/books/1409283154m/6068551.jpg,,eng,,,2009,,,,,,545123267,3.78
Atlas Shrugged,"['Ayn Rand', 'Leonard Peikoff']",https://images.gr-assets.com/books/1405868167m/662.jpg,,eng,,,1957,,,,,,452011876,3.68
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"['Greg Mortenson', 'David Oliver Relin']",https://images.gr-assets.com/books/1395407074m/49436.jpg,,en-US,,,2006,,,,,,143038257,3.64
Alice in Wonderland,"['Jane Carruth', 'Lewis Carroll', 'Rene Cloke']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1865,,,,,,517223627,4.03
"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","['Carlos Ruiz Zafón', 'Lucia Graves']",https://images.gr-assets.com/books/1344545047m/1232.jpg,,eng,,,2001,,,,,,143034901,4.24
"The Scorch Trials (Maze Runner, #2)",['James Dashner'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010,,,,,,385738757,3.93
How to Win Friends and Influence People,['Dale Carnegie'],https://images.gr-assets.com/books/1442726934m/4865.jpg,,eng,,,1936,,,,,,,4.13
Under the Tuscan Sun,['Frances Mayes'],https://images.gr-assets.com/books/1320524083m/480479.jpg,,eng,,,1996,,,,,,767900383,3.72
Big Little Lies,['Liane Moriarty'],https://images.gr-assets.com/books/1492239430m/19486412.jpg,,eng,,,2014,,,,,,399167064,4.2
Ella Enchanted,['Gail Carson Levine'],https://images.gr-assets.com/books/1410727190m/24337.jpg,,eng,,,1997,,,,,,590920685,3.97
The Sun Also Rises,['Ernest Hemingway'],https://images.gr-assets.com/books/1331828228m/3876.jpg,,en-US,,,1926,,,,,,743297334,3.83
A Tree Grows in Brooklyn,['Betty  Smith'],https://images.gr-assets.com/books/1327883484m/14891.jpg,,eng,,,1943,,,,,,61120073,4.24
"Kiss the Girls (Alex Cross, #2)",['James Patterson'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1995,,,,,,446677388,3.93
The Nightingale,['Kristin Hannah'],https://images.gr-assets.com/books/1451446316m/21853621.jpg,,eng,,,2015,,,,,,312577222,4.54
Never Let Me Go,['Kazuo Ishiguro'],https://images.gr-assets.com/books/1353048590m/6334.jpg,,eng,,,2005,,,,,,1400078776,3.8
P.S. I Love You,['Cecelia Ahern'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2003,,,,,,786890754,4.01
Rebecca,"['Daphne du Maurier', 'Sally Beauman']",https://images.gr-assets.com/books/1327871977m/12873.jpg,,en-US,,,1938,,,,,,1844080382,4.2
Flowers for Algernon,['Daniel Keyes'],https://images.gr-assets.com/books/1367141311m/18373.jpg,,en-US,,,1966,,,,,,156030306,4.07
Like Water for Chocolate,"['Laura Esquivel', 'Thomas  Christensen', 'Carol Christensen']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1989,,,,,,552995878,3.94
Snow Flower and the Secret Fan,['Lisa See'],https://images.gr-assets.com/books/1327880508m/1103.jpg,,eng,,,2005,,,,,,812968069,4.05
The Godfather,"['Mario Puzo', 'Robert Thompson', 'Peter Bart']",https://images.gr-assets.com/books/1394988109m/22034.jpg,,eng,,,1969,,,,,,451205766,4.36
An Abundance of Katherines,['John Green'],https://images.gr-assets.com/books/1360206426m/49750.jpg,,eng,,,2006,,,,,,525476881,3.63
Foundation (Foundation #1),['Isaac Asimov'],https://images.gr-assets.com/books/1417900846m/29579.jpg,,eng,,,1951,,,,,,553803719,4.13
The Ocean at the End of the Lane,['Neil Gaiman'],https://images.gr-assets.com/books/1497098563m/15783514.jpg,,eng,,,2013,,,,,,62255657,3.99
A Light in the Attic,['Shel Silverstein'],https://images.gr-assets.com/books/1427169918m/30118.jpg,,eng,,,1981,,,,,,60513063,4.34
"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","['John Tiffany', 'Jack Thorne', 'J.K. Rowling']",https://images.gr-assets.com/books/1470082995m/29056083.jpg,,eng,,,2016,,,,,,751565350,3.75
"Delirium (Delirium, #1)",['Lauren Oliver'],https://images.gr-assets.com/books/1327890411m/11614718.jpg,,eng,,,2011,,,,,,61726834,3.99
The Pelican Brief,['John Grisham'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1992,,,,,,385339704,3.95
Coraline,['Neil Gaiman'],https://images.gr-assets.com/books/1493497435m/17061.jpg,,eng,,,2002,,,,,,61139378,4.03
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","['Terry Pratchett', 'Neil Gaiman']",https://images.gr-assets.com/books/1392528568m/12067.jpg,,en-US,,,1990,,,,,,60853980,4.25
On the Road,['Jack Kerouac'],https://images.gr-assets.com/books/1413588576m/70401.jpg,,eng,,,1955,,,,,,140042598,3.64
"The Rosie Project (Don Tillman, #1)",['Graeme Simsion'],https://images.gr-assets.com/books/1371651741m/16181775.jpg,,eng,,,2013,,,,,,1476729085,4.01
The Lucky One,['Nicholas Sparks'],https://images.gr-assets.com/books/1420816338m/3063499.jpg,,en-US,,,2008,,,,,,446579939,4.1
The Fountainhead,"['Ayn Rand', 'Leonard Peikoff']",https://images.gr-assets.com/books/1491163636m/2122.jpg,,eng,,,1943,,,,,,451191153,3.85
"The Hunt for Red October (Jack Ryan Universe, #4)",['Tom Clancy'],https://images.gr-assets.com/books/1281995542m/19691.jpg,,,,,1984,,,,,,425172902,4.01
"Watership Down (Watership Down, #1)",['Richard Adams'],https://images.gr-assets.com/books/1405136931m/76620.jpg,,eng,,,1972,,,,,,038039586X,4.05
Is Everyone Hanging Out Without Me? (And Other Concerns),['Mindy Kaling'],https://images.gr-assets.com/books/1443264638m/10335308.jpg,,eng,,,2011,,,,,,307886263,3.84
Cutting for Stone,['Abraham Verghese'],https://images.gr-assets.com/books/1327931601m/3591262.jpg,,eng,,,2009,,,,,,375414495,4.28
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","['C.S. Lewis', 'Pauline Baynes']",https://images.gr-assets.com/books/1343185059m/140225.jpg,,eng,,,1951,,,,,,006112527X,4.08
Treasure Island,['Robert Louis Stevenson'],https://images.gr-assets.com/books/1485248909m/295.jpg,,eng,,,1882,,,,,,753453800,3.82
"The Son of Neptune (The Heroes of Olympus, #2)",['Rick Riordan'],https://images.gr-assets.com/books/1464201114m/9520360.jpg,,eng,,,2011,,,,,,1423140591,4.44
11/22/63,['Stephen King'],https://images.gr-assets.com/books/1327876792m/10644930.jpg,,eng,,,2011,,,,,,1451627289,4.29
The Very Hungry Caterpillar Board Book,['Eric Carle'],https://images.gr-assets.com/books/1327878225m/4948.jpg,,eng,,,1969,,,,,,241003008,4.29
Cat's Cradle,['Kurt Vonnegut Jr.'],https://images.gr-assets.com/books/1327867150m/135479.jpg,,eng,,,1963,,,,,,140285601,4.18
The Time Machine,"['H.G. Wells', 'Greg Bear', 'Carlo Pagetti']",https://images.gr-assets.com/books/1327942880m/2493.jpg,,eng,,,1895,,,,,,451528557,3.87
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"['Todd Burpo', 'Lynn Vincent']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2010,,,,,,849946158,4.01
The Boy in the Striped Pajamas,['John Boyne'],https://images.gr-assets.com/books/1366228171m/39999.jpg,,eng,,,2006,,,,,,385751060,4.1
Heart of Darkness,['Joseph Conrad'],https://images.gr-assets.com/books/1392799983m/4900.jpg,,eng,,,1899,,,,,,1892295490,3.42
Safe Haven,['Nicholas Sparks'],https://images.gr-assets.com/books/1344268800m/7812659.jpg,,eng,,,2010,,,,,,044654759X,4.19
